x,y,confidence,resolution,tile_id
3617.0073,2625.8625,0.35618868,0.5,12
3331.5513,3336.5332,0.28518227,0.5,12
3615.2676,3145.4468,0.2206615,0.5,12
4684.1826,3246.8105,0.40192604,0.5,13
4651.5913,3113.329,0.22981063,0.5,13
4726.2314,2607.7693,0.21485189,0.5,13
5747.874,3122.479,0.44850212,0.5,14
5124.1655,2471.266,0.34076285,0.5,14
5021.053,3207.051,0.22399184,0.5,14
5340.0356,2511.092,0.21747765,0.5,14
1712.3439,1845.3252,0.7180818,0.3,0
1689.4908,457.22522,0.6443053,0.3,0
196.82759,410.81668,0.60678613,0.3,0
1194.9369,330.72986,0.50185996,0.3,0
1071.1488,1830.2961,0.42020702,0.3,0
185.5197,1151.9314,0.38612938,0.3,0
1697.8877,1141.1737,0.37693518,0.3,0
146.30934,1767.1996,0.33763573,0.3,0
1065.9427,1154.3865,0.32517803,0.3,0
2058.21,550.20996,0.31568375,0.3,0
1313.1553,1916.0557,0.29444787,0.3,0
210.00024,1099.3427,0.27566954,0.3,0
2031.3359,471.07584,0.26951542,0.3,0
1813.4935,518.88904,0.23573184,0.3,0
1361.1567,503.03247,0.23213144,0.3,0
2028.9916,1156.1053,0.21780421,0.3,0
2070.83,1048.7793,0.21268621,0.3,0
3724.3752,508.04376,0.7669018,0.3,1
2693.046,456.236,0.6863962,0.3,1
2238.7903,478.21652,0.65958524,0.3,1
3205.8137,1880.0398,0.6568006,0.3,1
2702.3938,1859.6321,0.60733914,0.3,1
3184.1538,489.32016,0.5547867,0.3,1
3202.032,1167.843,0.5506829,0.3,1
3699.0315,1169.6029,0.5319269,0.3,1
3712.181,1896.5382,0.46903172,0.3,1
4062.209,1183.5376,0.38397315,0.3,1
3792.1768,1054.9017,0.37610227,0.3,1
2156.839,1050.8447,0.3265277,0.3,1
4061.6182,482.24695,0.30122885,0.3,1
2241.139,1163.421,0.29753006,0.3,1
4070.8523,457.38773,0.20892213,0.3,1
4749.9707,1888.7076,0.752562,0.3,2
5900.332,1875.1472,0.74827456,0.3,2
4793.9136,1185.0507,0.66773766,0.3,2
5896.2085,1225.9357,0.6501433,0.3,2
4767.663,509.00943,0.6464826,0.3,2
5278.1147,1884.3953,0.6231971,0.3,2
4250.1377,498.86615,0.6193462,0.3,2
5894.7974,500.73657,0.5137123,0.3,2
5327.373,472.75003,0.3594282,0.3,2
4265.808,1886.301,0.2972033,0.3,2
4267.503,569.2404,0.2479131,0.3,2
5324.8774,1178.4435,0.22055724,0.3,2
4211.8535,90.518875,0.20553145,0.3,2
1262.1061,3970.2021,0.70490205,0.3,3
1777.504,3940.416,0.6859051,0.3,3
1712.7593,3292.245,0.6275825,0.3,3
1250.0768,3255.3892,0.55290973,0.3,3
2059.9587,4000.9517,0.49914578,0.3,3
1711.337,2585.2156,0.48169595,0.3,3
116.20127,2348.1843,0.32668254,0.3,3
1022.6558,2571.12,0.31038016,0.3,3
155.98775,2497.7454,0.2923489,0.3,3
861.2899,2533.3687,0.2804799,0.3,3
2707.9495,3953.8223,0.70872056,0.3,4
2241.0981,3319.011,0.70589656,0.3,4
2694.2048,3307.8616,0.67972755,0.3,4
2702.489,2595.469,0.6776536,0.3,4
2258.6958,3964.5652,0.67326677,0.3,4
3209.3894,3969.391,0.660594,0.3,4
4054.1567,2605.1233,0.53311175,0.3,4
4071.136,4028.3394,0.49703318,0.3,4
3214.042,2630.4487,0.47995675,0.3,4
3710.9841,3320.8225,0.4511375,0.3,4
4033.3894,3352.7297,0.4109772,0.3,4
3602.7512,3956.9265,0.40263498,0.3,4
3217.366,3306.4011,0.3416542,0.3,4
3617.9673,3926.5403,0.27648565,0.3,4
3692.3909,3964.3,0.24558817,0.3,4
2250.082,2658.5464,0.214942,0.3,4
5324.048,3341.1555,0.7150493,0.3,5
5290.4517,3977.692,0.7126367,0.3,5
4769.809,3351.3804,0.70380086,0.3,5
4820.8105,2601.0796,0.66568446,0.3,5
4245.8804,3360.2317,0.60766894,0.3,5
4733.0664,3965.7295,0.5966752,0.3,5
5835.7183,3980.34,0.50834525,0.3,5
4272.671,3972.2434,0.49304602,0.3,5
5304.452,2599.5203,0.47990528,0.3,5
4266.7974,2607.016,0.4135513,0.3,5
5849.204,2649.9329,0.3737907,0.3,5
4788.8643,2079.634,0.23970196,0.3,5
1686.5728,470.57047,0.6860335,0.25,0
1710.4727,1852.5488,0.6835973,0.25,0
2216.8687,474.96802,0.6516281,0.25,0
197.29408,416.49985,0.6345637,0.25,0
2201.584,1158.0781,0.6241418,0.25,0
1710.0879,2413.212,0.6110009,0.25,0
1074.4243,1849.4327,0.59575075,0.25,0
862.8244,2399.5586,0.5874626,0.25,0
1700.6787,1118.4375,0.48417696,0.25,0
1081.456,1158.5344,0.45570913,0.25,0
1200.248,331.38272,0.44419968,0.25,0
157.12418,1855.6334,0.41680023,0.25,0
148.43661,1787.0156,0.4142255,0.25,0
185.84323,1166.0989,0.36591223,0.25,0
2241.3335,2454.5266,0.3160644,0.25,0
1237.4226,473.79355,0.25157505,0.25,0
2506.7217,2475.517,0.20851064,0.25,0
1239.9581,569.1432,0.20698413,0.25,0
189.82901,1119.4125,0.20083454,0.25,0
3724.3706,492.9572,0.7515093,0.25,1
4693.665,1880.4261,0.7453004,0.25,1
2688.2078,464.30328,0.7439178,0.25,1
4198.13,490.9494,0.692469,0.25,1
4725.3,1152.5417,0.687779,0.25,1
3189.779,483.03003,0.6815403,0.25,1
4703.574,497.8884,0.6321619,0.25,1
2695.084,1155.521,0.6185245,0.25,1
3217.5005,2402.584,0.60994726,0.25,1
3693.213,1165.4834,0.56349194,0.25,1
4198.691,2433.436,0.51406336,0.25,1
4765.5894,2434.7998,0.5014195,0.25,1
3758.4043,2462.6213,0.48460633,0.25,1
3196.312,1191.9109,0.47535443,0.25,1
2690.515,1850.2217,0.46409586,0.25,1
4197.054,1138.8844,0.44088957,0.25,1
3215.53,1845.7507,0.33069298,0.25,1
3711.89,1859.2638,0.24240541,0.25,1
4228.1494,1867.9664,0.21886355,0.25,1
1683.6909,3680.0322,0.69307077,0.25,2
1264.1903,4717.1094,0.68474483,0.25,2
2262.7192,4694.3486,0.6810923,0.25,2
2239.898,3716.6375,0.63980097,0.25,2
1785.8226,4654.1875,0.61508805,0.25,2
1253.6033,3665.1934,0.48909733,0.25,2
2236.6743,2661.2578,0.48270285,0.25,2
1015.1708,2708.997,0.3491286,0.25,2
1699.4404,2686.5972,0.34044227,0.25,2
1251.924,3406.977,0.26945046,0.25,2
2491.5242,2531.2656,0.2664478,0.25,2
824.1733,2654.8977,0.23125963,0.25,2
4695.6235,3748.4443,0.7692528,0.25,3
4735.689,2706.244,0.7279997,0.25,3
4213.9746,2690.9292,0.7255762,0.25,3
2701.77,2698.8396,0.7236959,0.25,3
2705.8633,3677.5288,0.7188773,0.25,3
2720.3032,4687.415,0.7013692,0.25,3
4142.816,3769.3765,0.6946472,0.25,3
3217.6636,4733.6064,0.64100677,0.25,3
4678.717,4721.042,0.6303197,0.25,3
4223.33,4730.221,0.5418657,0.25,3
2729.032,3128.207,0.4436095,0.25,3
3608.749,4709.371,0.40343896,0.25,3
3216.2805,3616.6748,0.3668751,0.25,3
3707.4229,3739.1733,0.3516329,0.25,3
3769.256,2699.0452,0.31902662,0.25,3
3698.821,4746.3013,0.2811439,0.25,3
3620.2295,4654.66,0.21364413,0.25,3
