x,y,confidence,resolution,tile_id
5643.3486,2375.1406,0.26645562,1.0,39
143.71448,2473.0105,0.5451683,1.0,40
826.4505,2467.9263,0.48897058,1.0,41
1127.9473,2457.8623,0.32448038,1.0,41
1277.9503,3014.9783,0.6178869,1.0,42
1275.4827,2555.78,0.3308241,1.0,42
1587.2391,3035.276,0.32903528,1.0,42
1896.347,2548.4766,0.43320712,1.0,43
2368.498,2504.3347,0.4105147,1.0,43
2173.619,2478.5986,0.40176845,1.0,43
2160.7903,2556.7007,0.30776647,1.0,43
2264.6445,2478.7375,0.25471786,1.0,43
2610.5718,3024.44,0.31017777,1.0,44
2539.1758,2497.7446,0.30029097,1.0,44
2757.3323,3019.543,0.27544472,1.0,44
2794.8325,3038.933,0.25605887,1.0,44
2569.0735,2632.3835,0.2271627,1.0,44
3040.9648,2453.101,0.20690712,1.0,44
3658.339,2477.926,0.27457055,1.0,45
3147.5886,3047.6562,0.25885633,1.0,45
3391.912,2545.4177,0.21896784,1.0,45
4252.33,2450.3982,0.4886503,1.0,46
4055.8792,2490.2861,0.26980573,1.0,46
5091.3257,2469.724,0.5055363,1.0,48
5350.111,2469.0845,0.32584557,1.0,48
5452.285,2468.4243,0.25148094,1.0,48
5288.759,3054.0005,0.24014135,1.0,48
5752.0786,2554.383,0.2787197,1.0,49
6089.9478,2660.23,0.20781432,1.0,49
985.7694,3111.4907,0.5382366,1.0,51
1164.5874,3116.9214,0.33252457,1.0,51
1182.7379,3348.0093,0.2857732,1.0,51
1282.9777,3120.1504,0.5780817,1.0,52
1769.4585,3171.5623,0.27283475,1.0,52
1719.2366,3313.9922,0.23990929,1.0,52
1891.3772,3120.199,0.48439503,1.0,53
2443.4,3151.1113,0.23969008,1.0,53
2394.818,3137.5261,0.23186372,1.0,53
2740.726,3187.9048,0.44051698,1.0,54
3038.346,3199.0864,0.38212603,1.0,54
2750.0737,3080.974,0.30413178,1.0,54
2511.2666,3192.2402,0.22344762,1.0,54
2623.7761,3096.7505,0.22219875,1.0,54
2848.7495,3140.1401,0.20446043,1.0,54
3597.4502,3118.74,0.34829226,1.0,55
3329.1714,3331.62,0.21397336,1.0,55
4116.662,3105.1135,0.52600765,1.0,56
4036.3086,3178.0693,0.44464737,1.0,56
3702.431,3122.1052,0.43914595,1.0,56
3783.8296,3154.0603,0.29599842,1.0,56
4212.1973,3073.553,0.26058838,1.0,56
4110.73,3357.323,0.21997151,1.0,56
4316.1504,3115.3843,0.4297881,1.0,57
4641.8325,3115.0942,0.39555687,1.0,57
4809.1753,3125.1453,0.30609575,1.0,57
5000.7793,3206.785,0.6017962,1.0,58
5171.143,3089.739,0.28903842,1.0,58
5465.022,3315.8013,0.24819274,1.0,58
5078.6074,3130.7957,0.2267179,1.0,58
5653.1,3171.9019,0.35704714,1.0,59
5826.609,3114.4792,0.30678886,1.0,59
1281.7971,3825.0623,0.23865639,1.0,62
1783.0774,4083.661,0.21451502,1.0,62
1906.9121,4176.1743,0.36207965,1.0,63
3604.2468,3873.8706,0.43413922,1.0,65
3239.6558,3847.5764,0.23089309,1.0,65
3690.8616,3904.9297,0.25141063,1.0,66
3786.5525,3881.9033,0.21958199,1.0,66
4767.5537,3963.2031,0.34207898,1.0,67
4356.621,4200.4927,0.30913746,1.0,67
4352.2056,4051.4358,0.29813445,1.0,67
4757.3896,4181.952,0.22264415,1.0,67
42.77159,367.81485,0.22828847,0.75,0
266.21158,422.30673,0.22738142,0.75,0
1430.9801,356.01343,0.68891937,0.75,1
1274.6099,303.0009,0.56152827,0.75,1
1272.7676,546.3853,0.39280924,0.75,1
1549.8307,594.86725,0.30162746,0.75,1
1435.8745,532.764,0.28412354,0.75,1
1577.8365,347.09668,0.23007788,0.75,1
1350.245,594.14764,0.22801763,0.75,1
1679.6508,637.664,0.45184967,0.75,2
1820.7782,336.8387,0.42459655,0.75,2
1897.588,545.2476,0.21592551,0.75,2
2357.4768,381.77335,0.21478367,0.75,2
2574.8923,311.21146,0.45013154,0.75,3
2681.583,293.1641,0.36181587,0.75,3
2720.405,435.8141,0.2675948,0.75,3
3140.471,322.66385,0.2586585,0.75,3
2754.2795,337.46753,0.24277201,0.75,3
2791.7842,342.64767,0.22056346,0.75,3
2991.1584,498.97086,0.20017493,0.75,3
3295.2952,349.5804,0.5332159,0.75,4
3308.8445,521.9549,0.5217886,0.75,4
3358.3916,609.9705,0.44328657,0.75,4
4034.539,448.39868,0.27085587,0.75,4
3798.0955,30.483698,0.2056698,0.75,4
4302.418,635.3652,0.29556483,0.75,5
4284.4365,32.106476,0.2890574,0.75,5
5057.848,499.52222,0.50505954,0.75,6
5594.0024,474.882,0.4773745,0.75,6
5674.853,670.6248,0.3631653,0.75,6
5578.6367,657.1354,0.32065275,0.75,6
51.253902,1170.1046,0.3262751,0.75,7
811.23486,1656.7174,0.26782766,0.75,7
1401.9906,1138.3329,0.3804617,0.75,8
1288.5206,1135.6758,0.3641222,0.75,8
1651.4824,843.96674,0.44205955,0.75,9
2359.4792,1202.6495,0.4050863,0.75,9
2150.072,1005.25885,0.35469922,0.75,9
1787.7456,1156.8978,0.31163085,0.75,9
1677.7084,986.37775,0.30977637,0.75,9
2332.3157,1069.8667,0.28702518,0.75,9
2321.1958,1136.1047,0.2482945,0.75,9
2323.6052,1064.026,0.21328834,0.75,9
2321.2878,1319.4493,0.20020327,0.75,9
2804.3694,1007.4134,0.70733005,0.75,10
3258.4375,993.67114,0.5385844,0.75,10
2621.425,1251.1254,0.4980747,0.75,10
2640.7795,982.16815,0.450539,0.75,10
3105.369,1015.74805,0.38862658,0.75,10
2542.1064,1089.4725,0.34647363,0.75,10
3212.8987,1062.9664,0.29683015,0.75,10
2636.0227,1152.7041,0.26411268,0.75,10
2524.0908,1087.2866,0.25257984,0.75,10
2770.5447,1650.7926,0.24697702,0.75,10
2602.1565,1649.0005,0.22713009,0.75,10
3379.3196,1151.43,0.6397036,0.75,11
3686.17,1174.3646,0.41092595,0.75,11
3606.111,1056.5178,0.29328075,0.75,11
3549.4363,1042.7538,0.21932456,0.75,11
4266.9253,1037.9443,0.2594679,0.75,12
4562.3394,1046.5371,0.24632819,0.75,12
5531.772,1206.9427,0.41400212,0.75,13
5530.3125,1108.4357,0.40680206,0.75,13
5648.0093,1063.8073,0.30662185,0.75,13
4927.927,1146.246,0.27971515,0.75,13
5520.6816,1225.8062,0.26077783,0.75,13
5539.504,1291.5521,0.25678602,0.75,13
5667.7046,1372.0753,0.2230597,0.75,13
149.95549,2434.3875,0.6998403,0.75,14
826.6337,2007.4772,0.4294183,0.75,14
139.83318,2334.0022,0.36553383,0.75,14
93.65704,1679.0763,0.29356414,0.75,14
174.53026,1790.2144,0.24750246,0.75,14
782.7549,2343.9119,0.22773787,0.75,14
1589.265,2403.425,0.6884807,0.75,15
1355.4915,2411.5322,0.60715854,0.75,15
1004.0542,2333.9443,0.43664312,0.75,15
1221.9297,2406.925,0.43596506,0.75,15
1581.4479,1963.8662,0.40978104,0.75,15
888.9241,2346.6047,0.38178045,0.75,15
1612.3677,1720.9694,0.36160782,0.75,15
1311.7865,1915.6998,0.34086642,0.75,15
1127.9384,2423.6055,0.3120644,0.75,15
1174.6852,2389.3523,0.3039369,0.75,15
1132.8802,1706.347,0.25628763,0.75,15
990.5398,2340.72,0.24958329,0.75,15
954.3426,2441.2349,0.23428729,0.75,15
1128.228,2400.3445,0.22952083,0.75,15
923.2181,1677.2975,0.2287686,0.75,15
1595.6709,1812.4946,0.21799223,0.75,15
1867.1664,1878.1781,0.50044656,0.75,16
1854.848,1751.2529,0.47280583,0.75,16
2368.3064,1701.8046,0.41350374,0.75,16
1745.146,1689.1525,0.37897432,0.75,16
1734.4893,1825.2646,0.33293462,0.75,16
2455.7969,1901.5702,0.30754375,0.75,16
2360.9272,2453.7366,0.27289787,0.75,16
1676.1891,1739.7363,0.27227715,0.75,16
2070.4023,1674.4032,0.2499201,0.75,16
1670.9281,1754.9169,0.24374619,0.75,16
1707.4652,2371.8013,0.22688691,0.75,16
1687.3911,2374.9841,0.22391096,0.75,16
2261.9502,2441.342,0.21856552,0.75,16
2070.6165,1760.1188,0.20453803,0.75,16
2856.4954,2434.9075,0.61452353,0.75,17
2588.8757,1782.0392,0.4839755,0.75,17
2845.5579,1688.4718,0.47711146,0.75,17
2575.6194,1695.6011,0.40904734,0.75,17
2478.597,1902.4586,0.36728367,0.75,17
2771.9226,1661.1616,0.3514269,0.75,17
3098.2605,2419.8057,0.34999973,0.75,17
3199.8281,2364.0813,0.3392318,0.75,17
2881.8235,1766.4097,0.32700926,0.75,17
2535.9177,2440.4915,0.28211802,0.75,17
2660.5452,1725.5953,0.21241267,0.75,17
2814.757,1683.0731,0.21017593,0.75,17
3211.8792,1761.1982,0.20387226,0.75,17
3785.411,2420.8928,0.619346,0.75,18
3294.8936,1752.251,0.4886248,0.75,18
3818.223,1745.0337,0.4608629,0.75,18
3641.4065,1730.8483,0.4047991,0.75,18
3672.7722,1738.0516,0.35795596,0.75,18
3287.884,2358.337,0.30553958,0.75,18
3812.7302,1753.7648,0.29101962,0.75,18
3710.7097,1846.6901,0.2819404,0.75,18
3292.9844,2439.4043,0.235921,0.75,18
4015.0554,2449.4177,0.23388867,0.75,18
3326.5144,2391.9236,0.20955934,0.75,18
4779.538,2396.8965,0.5687977,0.75,19
4628.179,1780.1119,0.4807405,0.75,19
4271.2275,2429.2827,0.47207052,0.75,19
4114.933,2395.947,0.2893488,0.75,19
4198.2686,2392.0842,0.24919733,0.75,19
4352.15,2440.5623,0.21364203,0.75,19
5336.2314,2417.835,0.41639915,0.75,20
5572.474,1782.9082,0.39262155,0.75,20
149.7979,2477.3196,0.639791,0.75,21
820.13934,2468.0574,0.45740214,0.75,21
823.42535,3065.3672,0.33412698,0.75,21
660.6797,2561.676,0.24630317,0.75,21
976.2461,3055.5742,0.64141756,0.75,22
1224.4877,3076.633,0.5703281,0.75,22
1590.7635,3084.2043,0.4117315,0.75,22
1639.3588,2725.2275,0.34043068,0.75,22
1126.2172,2457.4185,0.3357809,0.75,22
982.6661,2481.6453,0.2851122,0.75,22
840.8779,2469.0447,0.24188599,0.75,22
1552.4478,2539.455,0.23565428,0.75,22
2364.6055,2504.5981,0.49264598,0.75,23
2265.4238,2479.47,0.4537909,0.75,23
1855.8085,3108.863,0.3051723,0.75,23
2373.715,3238.7402,0.26928845,0.75,23
2163.7627,2484.2302,0.20156485,0.75,23
2741.7393,3075.1418,0.22694343,0.75,24
2747.0225,3008.9685,0.2010168,0.75,24
2561.7825,2501.7249,0.20008463,0.75,24
4035.4558,2494.532,0.5419495,0.75,25
4027.3748,3174.5886,0.41034243,0.75,25
3782.7654,3147.296,0.27326047,0.75,25
3593.306,3129.682,0.21124682,0.75,25
3398.135,3130.0535,0.21103407,0.75,25
3328.5417,3200.3113,0.20706956,0.75,25
4645.106,3100.0984,0.41732368,0.75,26
4274.713,3098.408,0.266206,0.75,26
4127.1143,2484.5256,0.23024005,0.75,26
4296.4834,2576.1802,0.21429494,0.75,26
5002.296,3208.6438,0.4977275,0.75,27
5095.2573,2470.7297,0.44928572,0.75,27
5466.612,3212.288,0.39323902,0.75,27
5551.6953,3239.4453,0.313605,0.75,27
5634.0796,3105.04,0.30629155,0.75,27
5174.263,3089.2083,0.22094005,0.75,27
1263.9554,3914.4978,0.65681523,0.75,29
1605.56,4014.0867,0.52625215,0.75,29
1617.8527,3815.0994,0.31029248,0.75,29
1337.5886,3310.862,0.30257577,0.75,29
1297.941,3300.7676,0.21840443,0.75,29
1758.4901,3356.2327,0.5895721,0.75,30
1888.0895,3822.9658,0.23597316,0.75,30
2609.4495,3877.2336,0.38662717,0.75,31
2815.4373,3916.082,0.24926181,0.75,31
3234.3318,3823.6963,0.20915942,0.75,31
3325.512,3335.2668,0.65524495,0.75,32
3600.4885,3893.1956,0.5175202,0.75,32
4055.4365,4019.2834,0.49547946,0.75,32
3331.342,3794.2058,0.44023255,0.75,32
3812.0178,4000.7585,0.34457392,0.75,32
3381.6995,3887.5403,0.32565525,0.75,32
3328.8193,4009.5576,0.29853606,0.75,32
3340.3643,3843.8416,0.24491726,0.75,32
3629.417,3836.015,0.22793129,0.75,32
4069.053,3894.3586,0.20850731,0.75,32
5047.7983,3272.0322,0.29971883,0.75,34
4895.932,3282.8743,0.26993075,0.75,34
5587.193,3909.1355,0.25546312,0.75,34
5091.3022,3879.6755,0.24710678,0.75,34
1154.6807,1012.13116,0.47403026,0.5,0
1156.7498,360.66193,0.42476663,0.5,0
1172.2292,587.9244,0.3438652,0.5,0
1213.2694,1186.158,0.25339654,0.5,0
199.77823,414.42776,0.22386992,0.5,0
221.91537,1048.1007,0.202723,0.5,0
1282.4128,313.92395,0.5643383,0.5,1
1427.5095,355.35602,0.49903613,0.5,1
2324.4402,1134.4893,0.421535,0.5,1
1698.4081,1017.04944,0.3602822,0.5,1
2134.304,1031.6807,0.34184498,0.5,1
2355.7883,369.85046,0.32654276,0.5,1
2134.0305,1066.9307,0.24212423,0.5,1
2340.4363,1082.7837,0.21827723,0.5,1
2359.9653,393.87183,0.21552497,0.5,1
1427.7568,531.39374,0.20254381,0.5,1
2809.7122,1009.2838,0.5856957,0.5,2
2545.5625,1096.3035,0.5045265,0.5,2
3608.707,1039.6862,0.43664613,0.5,2
3218.8376,356.19165,0.3797921,0.5,2
3646.4207,366.926,0.35470575,0.5,2
2819.4185,893.0928,0.314844,0.5,2
2766.3633,342.45038,0.31355107,0.5,2
3178.7896,540.51074,0.24100123,0.5,2
3302.2725,1228.0057,0.23809598,0.5,2
3140.4324,328.4234,0.23382136,0.5,2
2533.845,1217.4849,0.22687425,0.5,2
3600.972,1108.2803,0.22470546,0.5,2
3075.0417,1071.5592,0.21599858,0.5,2
3390.8472,1171.1926,0.20292076,0.5,2
3254.7515,356.4796,0.20215982,0.5,2
3802.6243,512.86664,0.6023591,0.5,3
4705.045,501.4786,0.5424617,0.5,3
3780.4246,1045.3342,0.42145866,0.5,3
4227.9795,345.96173,0.32904541,0.5,3
3717.814,1180.6428,0.21228126,0.5,3
4094.4595,1153.7888,0.20554668,0.5,3
5080.721,507.60535,0.35756555,0.5,4
4939.7744,1171.1489,0.32125783,0.5,4
5616.4434,1204.9915,0.23693688,0.5,4
5615.683,1105.4446,0.22830983,0.5,4
5735.218,474.13647,0.22345778,0.5,4
5295.5254,1049.5096,0.22297707,0.5,4
149.25655,2445.6782,0.6627286,0.5,5
1225.3374,1872.2418,0.48898056,0.5,5
993.7554,2331.516,0.47712567,0.5,5
1169.5322,2394.2297,0.47659037,0.5,5
798.6472,2383.2896,0.42976063,0.5,5
105.03236,2328.9631,0.39322436,0.5,5
815.38196,1287.9901,0.37485227,0.5,5
1227.0752,2404.2332,0.3591308,0.5,5
1195.271,1309.0396,0.31578618,0.5,5
136.50098,1770.6985,0.2684981,0.5,5
1358.048,2422.7012,0.5484786,0.5,6
1848.4165,1754.124,0.5138409,0.5,6
1861.1017,1871.2751,0.47490817,0.5,6
1689.3423,2388.048,0.4292403,0.5,6
2118.6125,1303.6556,0.3615357,0.5,6
2364.773,2465.3599,0.3383893,0.5,6
1643.5178,1718.8073,0.29464737,0.5,6
1784.7524,1291.4371,0.27146485,0.5,6
1288.2273,1306.3496,0.25020143,0.5,6
1326.5642,1734.4814,0.24691409,0.5,6
1334.7406,1909.7567,0.23063809,0.5,6
2211.5796,2405.3997,0.23044218,0.5,6
3642.899,1739.9705,0.6547482,0.5,7
3601.463,1318.4053,0.45801035,0.5,7
3596.4856,1927.7227,0.31209123,0.5,7
3102.3066,2425.9182,0.29874164,0.5,7
3332.3967,2418.4897,0.2852248,0.5,7
2601.6016,1738.8835,0.27232924,0.5,7
2863.7231,2447.4517,0.22943227,0.5,7
3052.8574,1278.3551,0.20507509,0.5,7
4778.5117,2403.842,0.6348548,0.5,8
3785.423,2433.955,0.58919543,0.5,8
3757.3105,1314.6818,0.517272,0.5,8
4695.9067,1901.9232,0.38888952,0.5,8
4190.275,2411.8909,0.3375835,0.5,8
4624.5107,1784.0728,0.24388081,0.5,8
6092.4785,1794.4846,0.5485313,0.5,9
5334.0103,1322.3606,0.40867588,0.5,9
5621.0073,2399.0164,0.3378388,0.5,9
5670.5117,1776.1768,0.29988965,0.5,9
5110.1025,1288.873,0.2086721,0.5,9
970.57324,3050.276,0.68004334,0.5,10
148.6067,2479.2976,0.4195869,0.5,10
1174.5642,3073.1787,0.27910596,0.5,10
1339.5173,3185.1494,0.3783241,0.5,11
2362.0972,2500.4863,0.28149673,0.5,11
1298.1255,3078.1938,0.2457647,0.5,11
1726.8232,3188.1372,0.20358138,0.5,11
1291.2937,3045.4917,0.2011037,0.5,11
1522.8873,2559.814,0.20018166,0.5,11
