x1,y1,x2,y2,confidence,resolution,tile_id
1732.0037,2322.583,1852.8135,2455.4385,0.492159,1.0,32
1522.75,2346.4211,1696.3352,2463.991,0.47302765,1.0,32
1216.0889,2341.5142,1283.606,2459.022,0.303273,1.0,32
1216.0,1824.2839,1274.4058,1890.02,0.2815,1.0,32
1685.531,1824.0239,1812.8865,1875.9219,0.2763405,1.0,32
1799.5422,1824.167,1856.0,1950.4836,0.26039147,1.0,32
1216.0997,2354.052,1273.0328,2447.1433,0.24171832,1.0,32
1660.2881,2323.248,1752.686,2420.8906,0.20246254,1.0,32
1824.3354,1824.0,1938.3765,1946.2285,0.7464241,1.0,33
2215.63,1824.0359,2372.5508,1903.6084,0.47486252,1.0,33
1824.1946,2339.0444,1899.2725,2423.2153,0.4649792,1.0,33
1834.8052,2347.6804,1896.3174,2416.4001,0.34832004,1.0,33
2231.673,1894.2968,2351.6213,1984.556,0.27767226,1.0,33
2071.3276,1824.1035,2151.2793,1879.6711,0.25259686,1.0,33
2432.0586,1851.6481,2464.0,1934.4198,0.20869917,1.0,33
2213.0906,2407.4866,2296.5237,2463.8738,0.20100185,1.0,33
2432.801,1860.3527,2513.4739,1947.3885,0.53088754,1.0,34
2808.0803,2396.043,2910.3337,2463.85,0.47298667,1.0,34
2565.742,1824.0543,2640.9797,1873.3461,0.34521276,1.0,34
2714.081,2421.7505,2803.0786,2463.794,0.2868421,1.0,34
2626.6235,1826.6233,2727.336,1926.5063,0.24134474,1.0,34
3017.9727,1824.0527,3071.9268,1888.001,0.2333442,1.0,34
3010.9585,2395.4663,3071.9116,2463.9663,0.23208591,1.0,34
2706.44,1824.161,2841.775,1908.2902,0.21225399,1.0,34
3123.4001,2282.4678,3272.7097,2437.2812,0.4303268,1.0,35
3247.627,2411.5898,3333.4536,2463.895,0.37221947,1.0,35
3321.4224,1824.0,3421.4614,1902.0364,0.3174773,1.0,35
3041.4717,2345.417,3185.0562,2464.0,0.291062,1.0,35
3329.059,2373.0737,3386.1885,2430.351,0.23417507,1.0,35
4218.219,2383.2432,4287.947,2464.0,0.69853,1.0,36
3741.1414,1824.0,3852.0042,1902.3984,0.5458484,1.0,36
4148.297,2344.3584,4236.422,2441.3618,0.48395562,1.0,36
3700.9092,2364.746,3857.501,2463.8662,0.4389039,1.0,36
3648.085,1824.0,3751.937,1906.2366,0.42638862,1.0,36
3770.1191,2411.4478,3861.4644,2463.8462,0.37188056,1.0,36
4068.4595,2353.5044,4158.9546,2429.3872,0.24425557,1.0,36
4053.854,2352.6003,4161.9185,2451.591,0.23398736,1.0,36
4663.719,2308.678,4890.101,2463.903,0.5663965,1.0,37
4544.1045,1824.2084,4634.452,1879.5028,0.4799194,1.0,37
4256.0,2385.5938,4344.158,2463.9102,0.4629263,1.0,37
4595.7026,1883.4868,4706.6675,1980.6567,0.28408208,1.0,37
4545.2974,1824.0205,4633.309,1863.8225,0.22395925,1.0,37
4646.1436,1828.408,4736.5195,1902.8169,0.21848191,1.0,37
4761.645,1824.0,4893.1616,1890.4688,0.20004243,1.0,37
4968.984,1824.0,5097.7495,1918.0977,0.5209598,1.0,38
5263.1826,2358.4053,5405.6865,2463.8354,0.27614093,1.0,38
4864.0,1934.2555,4902.8984,2014.7745,0.20879295,1.0,38
5415.3975,2338.8662,5504.0,2463.581,0.20791158,1.0,38
6052.828,1824.0,6112.0,1857.6138,0.33506182,1.0,39
5594.274,2338.2363,5692.4233,2412.045,0.26645562,1.0,39
67.05655,2432.0188,220.3724,2514.0022,0.5451683,1.0,40
781.56793,2432.2454,871.33307,2503.6072,0.48897058,1.0,41
1075.3271,2432.0713,1180.5674,2483.6533,0.32448038,1.0,41
1216.0,2957.9565,1339.9006,3072.0,0.6178869,1.0,42
1216.2189,2495.4197,1334.7465,2616.1404,0.3308241,1.0,42
1520.8369,2998.5518,1653.6414,3072.0,0.32903528,1.0,42
1824.5338,2464.4822,1968.1603,2632.471,0.43320712,1.0,43
2311.6782,2435.8374,2425.3179,2572.832,0.4105147,1.0,43
2119.711,2432.0742,2227.5269,2525.123,0.40176845,1.0,43
2127.97,2525.0896,2193.6106,2588.3118,0.30776647,1.0,43
2210.3628,2432.0957,2318.9263,2525.3794,0.25471786,1.0,43
2523.8296,2977.2002,2697.314,3071.6797,0.31017777,1.0,44
2468.357,2432.0198,2609.9946,2563.4695,0.30029097,1.0,44
2678.6309,2967.2588,2836.0337,3071.8271,0.27544472,1.0,44
2771.9731,3013.3528,2817.692,3064.5134,0.25605887,1.0,44
2481.786,2539.815,2656.361,2724.9521,0.2271627,1.0,44
3010.1372,2432.0837,3071.7925,2474.1184,0.20690712,1.0,44
3636.7349,2432.8481,3679.9434,2523.004,0.27457055,1.0,45
3091.4626,3023.5771,3203.7146,3071.7354,0.25885633,1.0,45
3322.4563,2478.5627,3461.368,2612.2727,0.21896784,1.0,45
4216.866,2432.0195,4287.794,2468.7769,0.4886503,1.0,46
3980.5303,2432.0,4131.228,2548.5723,0.26980573,1.0,46
5035.5044,2432.0,5147.147,2507.4482,0.5055363,1.0,48
5293.7725,2432.0,5406.449,2506.169,0.32584557,1.0,48
5400.8394,2432.0999,5503.731,2504.7488,0.25148094,1.0,48
5238.653,3036.144,5338.8647,3071.857,0.24014135,1.0,48
5703.5396,2514.7454,5800.6177,2594.0208,0.2787197,1.0,49
6067.998,2621.2292,6111.8975,2699.2307,0.20781432,1.0,49
877.7204,3040.0,1093.8184,3182.9814,0.5382366,1.0,51
1081.4473,3040.0,1247.7275,3193.8428,0.33252457,1.0,51
1117.556,3275.291,1247.9198,3420.7275,0.2857732,1.0,51
1216.0,3040.0,1349.9553,3200.3008,0.5780817,1.0,52
1726.7598,3123.903,1812.1572,3219.2214,0.27283475,1.0,52
1582.4731,3187.7407,1856.0,3440.2437,0.23990929,1.0,52
1824.0,3040.0,1958.7544,3200.398,0.48439503,1.0,53
2422.7998,3115.805,2464.0,3186.4177,0.23969008,1.0,53
2365.9858,3105.6294,2423.6504,3169.4229,0.23186372,1.0,53
2686.0198,3127.1545,2795.4324,3248.655,0.44051698,1.0,54
3004.692,3135.0427,3072.0,3263.1301,0.38212603,1.0,54
2679.5303,3040.0,2820.6172,3121.9482,0.30413178,1.0,54
2444.596,3125.94,2577.9373,3258.5405,0.22344762,1.0,54
2560.8982,3040.0173,2686.654,3153.4836,0.22219875,1.0,54
2771.8833,3056.9695,2925.6157,3223.3108,0.20446043,1.0,54
3516.9,3044.2751,3678.0005,3193.2048,0.34829226,1.0,55
3250.3281,3252.752,3408.0146,3410.4883,0.21397336,1.0,55
4042.6562,3040.0,4190.668,3170.227,0.52600765,1.0,56
3961.9153,3104.5557,4110.702,3251.583,0.44464737,1.0,56
3668.247,3078.0083,3736.6147,3166.2021,0.43914595,1.0,56
3696.0347,3064.656,3871.6245,3243.4646,0.29599842,1.0,56
4180.0303,3042.5833,4244.3643,3104.5227,0.26058838,1.0,56
4017.2317,3271.6365,4204.2285,3443.0095,0.21997151,1.0,56
4256.0,3041.9697,4376.301,3188.7988,0.4297881,1.0,57
4530.6445,3040.0,4753.0205,3190.1885,0.39555687,1.0,57
4729.4336,3044.6387,4888.917,3205.6519,0.30609575,1.0,57
4953.767,3154.7976,5047.7915,3258.7722,0.6017962,1.0,58
5110.558,3040.256,5231.728,3139.222,0.28903842,1.0,58
5426.044,3256.7085,5504.0,3374.894,0.24819274,1.0,58
5029.518,3088.443,5127.697,3173.1482,0.2267179,1.0,58
5619.5146,3145.1824,5686.6855,3198.6213,0.35704714,1.0,59
5789.9487,3081.07,5863.269,3147.8884,0.30678886,1.0,59
1217.0901,3742.7537,1346.5042,3907.3708,0.23865639,1.0,62
1710.1548,3963.5876,1856.0,4203.7344,0.21451502,1.0,62
1824.855,4064.7944,1988.9692,4287.554,0.36207965,1.0,63
3528.6504,3772.9158,3679.8433,3974.8254,0.43413922,1.0,65
3169.7913,3749.26,3309.5203,3945.8928,0.23089309,1.0,65
3648.0,3811.911,3733.7231,3997.9485,0.25141063,1.0,66
3696.4316,3770.6619,3876.6733,3993.1448,0.21958199,1.0,66
4639.1616,3830.4397,4895.946,4095.9666,0.34207898,1.0,67
4256.0,4112.9854,4457.242,4288.0,0.30913746,1.0,67
4261.1875,3956.657,4443.2236,4146.215,0.29813445,1.0,67
4618.7793,4076.0781,4896.0,4287.826,0.22264415,1.0,67
0.0,308.64044,85.54318,426.98926,0.22828847,0.75,0
175.26727,336.13388,357.15588,508.47958,0.22738142,0.75,0
1383.5663,305.86084,1478.3939,406.16602,0.68891937,0.75,1
1201.327,221.35391,1347.8927,384.64786,0.56152827,0.75,1
1217.5149,496.00754,1328.0203,596.76306,0.39280924,0.75,1
1499.987,546.7337,1599.6743,643.0008,0.30162746,0.75,1
1371.2683,471.32437,1500.4807,594.2036,0.28412354,0.75,1
1491.6731,261.47232,1664.0,432.72104,0.23007788,0.75,1
1295.066,543.1671,1405.424,645.1282,0.22801763,0.75,1
1621.4004,571.2241,1737.9011,704.1039,0.45184967,0.75,2
1752.4752,237.21066,1889.0812,436.46677,0.42459655,0.75,2
1850.8474,496.57645,1944.3286,593.9188,0.21592551,0.75,2
2280.0334,301.3163,2434.9202,462.23038,0.21478367,0.75,2
2523.6782,263.5479,2626.1064,358.875,0.45013154,0.75,3
2634.3357,246.09244,2728.8303,340.23575,0.36181587,0.75,3
2677.11,395.86844,2763.7,475.75974,0.2675948,0.75,3
3082.7385,259.80908,3198.2034,385.51862,0.2586585,0.75,3
2630.5566,239.8645,2878.0024,435.07056,0.24277201,0.75,3
2705.6594,257.85654,2877.909,427.4388,0.22056346,0.75,3
2942.4688,451.628,3039.8481,546.3137,0.20017493,0.75,3
3242.703,274.7832,3347.8875,424.37762,0.5332159,0.75,4
3242.773,416.4283,3374.916,627.48145,0.5217886,0.75,4
3312.8582,560.4617,3403.925,659.4794,0.44328657,0.75,4
3973.0784,352.8486,4095.9998,543.9488,0.27085587,0.75,4
3739.6294,0.0,3856.5615,60.967396,0.2056698,0.75,4
4254.2524,583.61237,4350.5835,687.118,0.29556483,0.75,5
4232.1846,0.12043762,4336.6885,64.092514,0.2890574,0.75,5
4939.326,368.16382,5176.37,630.8806,0.50505954,0.75,6
5470.6714,305.99298,5717.3335,643.771,0.4773745,0.75,6
5632.5605,613.38513,5717.1455,727.8645,0.3631653,0.75,6
5513.1333,598.67694,5644.14,715.5938,0.32065275,0.75,6
0.65032196,1125.1566,101.85748,1215.0526,0.3262751,0.75,7
769.1364,1649.4348,853.3333,1664.0,0.26782766,0.75,7
1360.4773,1100.1168,1443.5039,1176.549,0.3804617,0.75,8
1227.2216,1086.4081,1349.8197,1184.9435,0.3641222,0.75,8
1621.3333,810.7015,1681.6316,877.232,0.44205955,0.75,9
2305.0942,1150.9268,2413.8643,1254.3723,0.4050863,0.75,9
2043.47,910.4295,2256.674,1100.0883,0.35469922,0.75,9
1729.3612,1109.39,1846.13,1204.4056,0.31163085,0.75,9
1625.5627,936.8372,1729.854,1035.9182,0.30977637,0.75,9
2250.753,998.82495,2413.8784,1140.9084,0.28702518,0.75,9
2213.0527,1007.23816,2429.3389,1264.9713,0.2482945,0.75,9
2251.2502,1010.11127,2395.9602,1117.9407,0.21328834,0.75,9
2239.1807,1248.9379,2403.395,1389.9608,0.20020327,0.75,9
2739.6213,937.7508,2869.1174,1077.076,0.70733005,0.75,10
3231.773,961.76483,3285.102,1025.5774,0.5385844,0.75,10
2573.81,1201.7684,2669.04,1300.4823,0.4980747,0.75,10
2592.3525,934.48956,2689.2065,1029.8467,0.450539,0.75,10
3055.9565,970.3079,3154.7812,1061.1882,0.38862658,0.75,10
2466.3872,1024.6577,2617.8257,1154.2874,0.34647363,0.75,10
3140.6074,956.02423,3285.19,1169.9087,0.29683015,0.75,10
2574.8203,1101.5277,2697.225,1203.8805,0.26411268,0.75,10
2469.1858,1033.347,2578.9958,1141.2262,0.25257984,0.75,10
2740.2146,1637.7628,2800.8748,1663.8224,0.24697702,0.75,10
2544.8606,1634.0688,2659.4524,1663.9321,0.22713009,0.75,10
3299.4087,1067.7604,3459.2305,1235.0997,0.6397036,0.75,11
3621.8125,1112.2478,3750.5273,1236.4814,0.41092595,0.75,11
3508.0325,960.18414,3704.1897,1152.8514,0.29328075,0.75,11
3511.0322,998.91266,3587.8403,1086.595,0.21932456,0.75,11
4175.075,972.82983,4358.7754,1103.0588,0.2594679,0.75,12
4519.0767,1003.1591,4605.602,1089.915,0.24632819,0.75,12
5473.6045,1149.1731,5589.9395,1264.7124,0.41400212,0.75,13
5465.8438,1049.3591,5594.7812,1167.5122,0.40680206,0.75,13
5578.6855,985.7089,5717.333,1141.9055,0.30662185,0.75,13
4864.0757,1069.3628,4991.778,1223.1292,0.27971515,0.75,13
5473.2886,1187.981,5568.0747,1263.6313,0.26077783,0.75,13
5502.2466,1257.9791,5576.761,1325.1251,0.25678602,0.75,13
5618.12,1308.5432,5717.289,1435.6074,0.2230597,0.75,13
76.64782,2394.4873,223.26315,2474.2876,0.6998403,0.75,14
799.9341,1955.1621,853.3334,2059.7922,0.4294183,0.75,14
69.48829,2268.3013,210.17807,2399.7031,0.36553383,0.75,14
22.451477,1623.8387,164.86261,1734.3138,0.29356414,0.75,14
64.85604,1672.3759,284.20447,1908.0529,0.24750246,0.75,14
713.0251,2269.502,852.4847,2418.3218,0.22773787,0.75,14
1514.5299,2332.1836,1664.0001,2474.6665,0.6884807,0.75,15
1277.3252,2348.3977,1433.6577,2474.6667,0.60715854,0.75,15
932.43384,2264.9937,1075.6746,2402.895,0.43664312,0.75,15
1176.0793,2362.4116,1267.78,2451.4385,0.43596506,0.75,15
1499.2256,1867.7614,1663.6702,2059.971,0.40978104,0.75,15
810.6666,2255.2754,967.1815,2437.934,0.38178045,0.75,15
1560.7661,1632.4202,1663.9692,1809.5186,0.36160782,0.75,15
1177.459,1774.8579,1446.114,2056.5417,0.34086642,0.75,15
1065.6763,2372.5442,1190.2004,2474.6667,0.3120644,0.75,15
1065.3195,2304.3306,1284.0509,2474.374,0.3039369,0.75,15
1048.9067,1628.0201,1216.8538,1784.674,0.25628763,0.75,15
923.1377,2282.6602,1057.9419,2398.7798,0.24958329,0.75,15
886.9849,2407.8403,1021.70026,2474.6294,0.23428729,0.75,15
1061.0414,2326.6028,1195.4147,2474.0862,0.22952083,0.75,15
856.88965,1624.9385,989.5465,1729.6565,0.2287686,0.75,15
1539.1104,1763.6521,1652.2314,1861.3372,0.21799223,0.75,15
1800.5905,1809.7903,1933.7423,1946.5659,0.50044656,0.75,16
1785.2114,1683.1238,1924.4846,1819.3821,0.47280583,0.75,16
2325.3335,1661.0365,2411.2793,1742.5726,0.41350374,0.75,16
1682.5912,1630.1088,1807.7008,1748.1962,0.37897432,0.75,16
